I = { 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29 };
S_o = { 1, 2, 3 };
S_e = {7, 8, 9};
R = { 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29 };
R_prime = {13, 10, 14, 17, 16, 23, 20, 26, 28, 29, 19, 24};     // Subset of R with downstream nodes
T = { 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 };
Tp = { 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 };
A = {<11,14>,<14,26>,<14,18>,<18,20>,<20,27>,<20,22>,<22,24>,<24,29>,<29,9>,<1,10>,<10, 12>,<12,17>,<17,29>,<17,25>,<25,23>,<23,27>,
<27,28>,<28,8>,<23,21>,<21,19>,<19,26>,<26,7>,<1,14>,<2,11>,<2,12>,<2,15>,<15,16>,<16,21>,<16,22>,<16,27>, <13,11>, <13,15>, <3,13>, <3,17>};  // Tuples for arcs
P = {1, 2};
Vp = {2, 4, 5, 6, 7, 8, 9};

// Evacuation demand for source cells
D = [10, 20, 10];

// Outflow/Inflow capacities for road segment cells
Q = [2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2 ];

// Risk coefficients for cells at each time step
/*
c = [
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 

[0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ], 
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ], 
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ], 

[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
[0.1, 0.1, 0.2, 0.2, 0.3, 0.3, 0.4, 0.4, 0.5, 0.5], 
];
*/

c = [[0.8400, 0.8369, 0.8277, 0.8122, 0.7906, 0.7628, 0.7289, 0.6888, 0.6425, 0.5900],
[0.8400, 0.8369, 0.8277, 0.8122, 0.7906, 0.7628, 0.7289, 0.6888, 0.6425, 0.5900],
[0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
[0.2000, 0.2858, 0.3654, 0.4389, 0.5062, 0.5673, 0.6222, 0.6710, 0.7136, 0.7500],
[0.2000, 0.2858, 0.3654, 0.4389, 0.5062, 0.5673, 0.6222, 0.6710, 0.7136, 0.7500],
[0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
[0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
[0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
[0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
[1.0000, 0.9969, 0.9877, 0.9722, 0.9506, 0.9228, 0.8889, 0.8488, 0.8025, 0.7500],
[1.0000, 0.9969, 0.9877, 0.9722, 0.9506, 0.9228, 0.8889, 0.8488, 0.8025, 0.7500],
[0.3600, 0.3569, 0.3477, 0.3322, 0.3106, 0.2828, 0.2489, 0.2088, 0.1625, 0.1100],
[0.3600, 0.3569, 0.3477, 0.3322, 0.3106, 0.2828, 0.2489, 0.2088, 0.1625, 0.1100],
[0.6800, 0.7214, 0.7565, 0.7856, 0.8084, 0.8251, 0.8356, 0.8399, 0.8380, 0.8300],
[0.8000, 0.8191, 0.8321, 0.8389, 0.8395, 0.8340, 0.8222, 0.8043, 0.7802, 0.7500],
[0.4800, 0.5436, 0.6010, 0.6522, 0.6973, 0.7362, 0.7689, 0.7954, 0.8158, 0.8300],
[0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
[0.3200, 0.4058, 0.4854, 0.5589, 0.6262, 0.6873, 0.7422, 0.7910, 0.8336, 0.8700],
[0.3200, 0.4058, 0.4854, 0.5589, 0.6262, 0.6873, 0.7422, 0.7910, 0.8336, 0.8700],
[0.3200, 0.4058, 0.4854, 0.5589, 0.6262, 0.6873, 0.7422, 0.7910, 0.8336, 0.8700],
[0.3200, 0.4058, 0.4854, 0.5589, 0.6262, 0.6873, 0.7422, 0.7910, 0.8336, 0.8700],
